customer_id,purchase_date,order_number,revenue,is_repeat_purchase
CUST_000099,2024-11-23,2,360.37,True
CUST_000099,2024-08-23,3,602.28,True
CUST_000099,2024-10-02,4,52.32,True
CUST_000100,2026-02-24,1,476.97,False
CUST_000100,2025-11-29,2,333.15,True
CUST_000100,2025-10-28,3,485.98,True
CUST_000100,2025-10-09,4,545.43,True
CUST_000100,2026-05-06,5,96.66,True
CUST_000101,2024-10-23,1,313.74,False
CUST_000103,2024-04-22,1,491.11,False
CUST_000103,2024-09-15,2,513.4,True
CUST_000103,2024-06-20,3,350.96,True
CUST_000103,2025-01-25,4,103.69,True
CUST_000103,2024-10-07,5,340.5,True
CUST_000104,2024-11-18,1,582.94,False
CUST_000104,2025-08-21,2,677.68,True
CUST_000105,2024-08-30,1,621.87,False
CUST_000105,2024-11-20,2,235.29,True
CUST_000106,2025-12-18,1,67.56,False
CUST_000106,2025-08-10,2,394.25,True
CUST_000106,2025-09-09,3,581.43,True
CUST_000106,2025-05-11,4,96.4,True
CUST_000109,2025-02-19,1,174.74,False
CUST_000109,2025-04-01,2,308.46,True
CUST_000110,2024-06-11,1,635.09,False
CUST_000110,2025-01-18,2,98.56,True
CUST_000110,2024-12-07,3,371.59,True
CUST_000110,2025-04-10,4,343.14,True
CUST_000110,2025-02-06,5,251.05,True
CUST_000110,2025-02-18,6,201.79,True
CUST_000111,2025-01-06,1,42.87,False
CUST_000111,2025-07-07,2,567.84,True
CUST_000111,2024-08-19,3,429.36,True
CUST_000111,2025-03-19,4,581.24,True
CUST_000111,2024-09-03,5,552.08,True
CUST_000111,2024-08-07,6,574.93,True
CUST_000115,2025-06-28,1,312.91,False
CUST_000116,2025-02-19,1,338.83,False
CUST_000117,2026-10-23,1,182.73,False
CUST_000117,2026-07-29,2,671.72,True
CUST_000118,2025-10-01,1,230.02,False
CUST_000118,2024-12-21,2,291.79,True
CUST_000118,2025-09-14,3,242.69,True
CUST_000118,2025-01-29,4,570.51,True
CUST_000118,2025-08-26,5,454.65,True
CUST_000118,2025-02-14,6,165.65,True
CUST_000119,2025-06-02,1,427.03,False
CUST_000119,2025-02-03,2,492.55,True
CUST_000119,2025-10-11,3,365.79,True
CUST_000120,2026-07-09,1,344.53,False
CUST_000120,2026-05-15,2,619.68,True
CUST_000120,2026-01-05,3,667.62,True
CUST_000120,2026-10-04,4,509.32,True
CUST_000120,2026-03-05,5,645.52,True
CUST_000120,2026-10-16,6,583.12,True
CUST_000121,2026-02-12,1,237.09,False
CUST_000121,2025-10-16,2,546.36,True
CUST_000126,2024-07-11,1,468.6,False
CUST_000126,2024-05-11,2,600.97,True
CUST_000126,2025-01-18,3,406.95,True
CUST_000126,2024-11-11,4,401.12,True
CUST_000126,2024-07-09,5,685.29,True
CUST_000126,2024-05-31,6,583.2,True
CUST_000126,2025-01-17,7,408.61,True
CUST_000128,2025-09-24,1,43.54,False
CUST_000128,2026-02-11,2,142.72,True
CUST_000128,2026-02-06,3,242.66,True
CUST_000128,2026-02-27,4,342.11,True
CUST_000128,2025-11-10,5,451.35,True
CUST_000128,2026-03-14,6,477.78,True
CUST_000129,2024-06-09,1,680.76,False
CUST_000129,2024-08-02,2,159.48,True
CUST_000129,2024-11-01,3,145.71,True
CUST_000131,2026-02-14,1,214.76,False
CUST_000131,2026-01-19,2,195.85,True
CUST_000132,2025-02-06,1,330.68,False
CUST_000134,2024-09-22,1,411.9,False
CUST_000134,2024-11-13,2,529.27,True
CUST_000134,2024-09-16,3,566.6,True
CUST_000134,2024-07-13,4,647.72,True
CUST_000135,2026-02-28,1,400.95,False
CUST_000135,2026-09-08,2,621.13,True
CUST_000135,2026-07-05,3,255.48,True
CUST_000135,2026-04-01,4,662.08,True
CUST_000135,2025-12-04,5,470.04,True
CUST_000139,2025-01-20,1,492.0,False
CUST_000139,2025-06-22,2,494.67,True
CUST_000139,2025-01-04,3,59.12,True
CUST_000142,2024-07-27,1,454.36,False
CUST_000142,2024-04-05,2,472.51,True
CUST_000142,2024-09-07,3,561.89,True
CUST_000143,2024-12-01,1,106.01,False
CUST_000143,2024-10-23,2,340.76,True
CUST_000143,2025-03-27,3,113.26,True
CUST_000143,2025-02-24,4,344.52,True
CUST_000143,2025-05-03,5,331.18,True
CUST_000143,2024-09-19,6,447.54,True
CUST_000144,2025-07-14,1,332.47,False
CUST_000144,2026-02-21,2,511.71,True
CUST_000144,2025-12-03,3,582.45,True
CUST_000145,2026-05-03,1,166.89,False
CUST_000145,2026-02-18,2,664.47,True
CUST_000146,2025-07-09,1,378.05,False
CUST_000146,2026-01-04,2,444.67,True
CUST_000146,2025-08-12,3,224.29,True
CUST_000148,2025-11-03,1,123.58,False
CUST_000151,2026-05-19,1,546.82,False
CUST_000152,2024-10-08,1,311.48,False
CUST_000152,2024-07-30,2,553.19,True
CUST_000152,2024-03-11,3,73.65,True
CUST_000152,2024-08-31,4,101.12,True
CUST_000152,2024-05-14,5,597.6,True
CUST_000152,2024-11-08,6,340.65,True
CUST_000152,2024-06-16,7,575.43,True
CUST_000153,2026-05-22,1,426.41,False
CUST_000153,2026-05-07,2,347.31,True
CUST_000153,2026-02-16,3,552.96,True
CUST_000153,2026-05-10,4,202.91,True
CUST_000154,2026-08-13,1,85.62,False
CUST_000154,2026-07-31,2,319.89,True
CUST_000154,2026-03-22,3,80.78,True
CUST_000154,2026-11-11,4,263.22,True
CUST_000154,2026-01-29,5,652.87,True
CUST_000156,2025-08-05,1,523.59,False
CUST_000156,2025-10-28,2,151.24,True
CUST_000156,2025-12-10,3,603.6,True
CUST_000156,2025-10-09,4,206.16,True
CUST_000156,2026-06-16,5,100.69,True
CUST_000156,2026-05-18,6,332.33,True
CUST_000158,2025-11-28,1,164.29,False
CUST_000158,2026-05-25,2,557.92,True
CUST_000158,2025-08-19,3,278.91,True
CUST_000160,2024-12-23,1,564.09,False
CUST_000160,2025-02-09,2,80.21,True
CUST_000160,2024-05-26,3,203.52,True
CUST_000160,2024-11-19,4,216.29,True
CUST_000161,2025-09-17,1,594.13,False
CUST_000161,2025-01-06,2,404.76,True
CUST_000161,2024-11-04,3,453.12,True
CUST_000161,2025-05-17,4,421.93,True
CUST_000161,2025-07-13,5,469.85,True
CUST_000161,2025-08-23,6,322.92,True
CUST_000161,2024-12-30,7,616.92,True
CUST_000162,2024-08-27,1,211.99,False
CUST_000162,2025-01-11,2,407.29,True
CUST_000162,2025-03-26,3,57.1,True
CUST_000162,2025-07-09,4,649.04,True
CUST_000162,2025-06-18,5,337.73,True
CUST_000162,2025-02-15,6,565.91,True
CUST_000162,2025-07-23,7,179.25,True
CUST_000163,2025-11-18,1,404.5,False
CUST_000163,2025-06-29,2,319.23,True
CUST_000163,2025-10-22,3,408.27,True
CUST_000163,2025-10-10,4,268.07,True
CUST_000164,2026-09-04,1,445.48,False
CUST_000164,2026-04-26,2,44.05,True
CUST_000164,2025-12-04,3,487.85,True
CUST_000164,2025-10-29,4,55.29,True
CUST_000164,2026-04-04,5,205.12,True
CUST_000166,2026-01-29,1,504.02,False
CUST_000166,2025-09-26,2,362.26,True
CUST_000166,2025-12-27,3,622.52,True
CUST_000166,2025-11-04,4,200.5,True
CUST_000166,2026-06-12,5,239.17,True
CUST_000166,2025-12-06,6,688.73,True
CUST_000168,2025-06-13,1,412.66,False
CUST_000168,2026-03-02,2,644.21,True
CUST_000168,2025-07-29,3,643.46,True
CUST_000168,2026-01-23,4,349.09,True
CUST_000168,2025-11-20,5,488.1,True
CUST_000168,2025-07-11,6,427.38,True
CUST_000168,2026-05-14,7,533.49,True
CUST_000169,2026-08-07,1,99.61,False
CUST_000169,2026-08-12,2,189.96,True
CUST_000169,2026-11-05,3,331.25,True
CUST_000169,2026-06-08,4,282.25,True
CUST_000169,2026-05-02,5,45.39,True
CUST_000171,2025-01-02,1,101.19,False
CUST_000171,2024-11-02,2,65.11,True
CUST_000171,2025-02-22,3,645.32,True
CUST_000171,2025-04-27,4,426.15,True
CUST_000171,2025-04-12,5,82.88,True
CUST_000174,2026-02-11,1,679.3,False
CUST_000174,2026-04-13,2,94.48,True
CUST_000174,2026-04-28,3,661.65,True
CUST_000174,2025-12-16,4,398.43,True
CUST_000174,2026-04-19,5,376.31,True
CUST_000174,2026-04-12,6,507.04,True
CUST_000174,2025-10-21,7,476.71,True
CUST_000175,2025-09-04,1,591.43,False
CUST_000175,2024-11-30,2,55.41,True
CUST_000175,2024-11-29,3,691.71,True
CUST_000175,2025-07-29,4,461.52,True
CUST_000175,2025-02-16,5,437.68,True
CUST_000176,2024-03-21,1,413.03,False
CUST_000176,2024-12-24,2,650.88,True
CUST_000176,2024-08-17,3,129.65,True
CUST_000176,2024-08-20,4,661.92,True
CUST_000176,2024-03-03,5,75.8,True
CUST_000183,2025-12-20,1,151.03,False
CUST_000183,2025-10-14,2,136.51,True
CUST_000183,2025-03-07,3,272.79,True
CUST_000183,2025-06-08,4,251.81,True
CUST_000183,2025-04-11,5,577.68,True
CUST_000183,2025-07-16,6,210.95,True
CUST_000187,2025-07-17,1,365.99,False
CUST_000187,2025-06-06,2,156.58,True
CUST_000187,2025-06-12,3,351.12,True
CUST_000187,2025-12-29,4,218.05,True
CUST_000187,2025-08-25,5,681.59,True
CUST_000187,2025-09-13,6,146.7,True
CUST_000187,2025-05-19,7,528.23,True
CUST_000191,2025-08-21,1,273.44,False
CUST_000191,2025-07-27,2,559.99,True
CUST_000191,2026-04-05,3,619.62,True
CUST_000192,2025-01-22,1,667.92,False
CUST_000193,2026-09-14,1,196.18,False
CUST_000193,2026-04-25,2,66.81,True
CUST_000193,2026-07-30,3,401.11,True
CUST_000193,2026-04-13,4,150.19,True
CUST_000193,2026-09-02,5,236.66,True
CUST_000193,2026-06-11,6,684.18,True
CUST_000194,2026-05-22,1,521.4,False
CUST_000194,2025-08-25,2,382.51,True
CUST_000194,2025-08-20,3,673.99,True
CUST_000195,2026-02-03,1,202.8,False
CUST_000195,2026-02-07,2,195.83,True
CUST_000195,2026-10-09,3,543.78,True
CUST_000195,2026-10-09,4,421.56,True
CUST_000199,2026-05-19,1,568.83,False
CUST_000200,2026-03-18,1,449.93,False
CUST_000200,2026-04-02,2,156.89,True
CUST_000204,2024-10-17,1,683.2,False
CUST_000204,2025-07-03,2,428.86,True
CUST_000204,2024-11-12,3,551.84,True
CUST_000205,2025-07-23,1,325.82,False
CUST_000205,2026-02-01,2,665.1,True
CUST_000206,2026-01-21,1,166.42,False
CUST_000206,2025-03-16,2,321.65,True
CUST_000206,2026-01-09,3,195.78,True
CUST_000206,2025-12-29,4,427.29,True
CUST_000206,2025-06-15,5,694.82,True
CUST_000206,2025-04-05,6,329.14,True
CUST_000206,2025-07-20,7,45.44,True
CUST_000208,2026-06-07,1,625.87,False
CUST_000208,2025-12-07,2,226.75,True
CUST_000208,2026-01-03,3,370.1,True
CUST_000208,2025-12-07,4,392.98,True
CUST_000208,2025-10-05,5,658.34,True
CUST_000208,2025-12-22,6,142.9,True
CUST_000209,2024-11-02,1,643.43,False
CUST_000209,2024-10-23,2,539.66,True
CUST_000209,2025-05-12,3,590.87,True
CUST_000209,2025-05-13,4,460.64,True
CUST_000209,2025-04-12,5,98.38,True
CUST_000209,2024-12-26,6,49.63,True
CUST_000213,2025-10-24,1,71.45,False
CUST_000213,2025-02-10,2,326.07,True
CUST_000213,2025-01-13,3,420.8,True
CUST_000213,2025-07-29,4,192.03,True
CUST_000215,2024-11-24,1,143.29,False
CUST_000215,2025-06-27,2,663.7,True
CUST_000215,2025-06-25,3,394.8,True
CUST_000217,2024-07-15,1,476.1,False
CUST_000217,2024-09-26,2,548.49,True
CUST_000217,2024-04-27,3,507.62,True
CUST_000217,2024-08-12,4,379.75,True
CUST_000217,2025-03-25,5,484.48,True
CUST_000217,2024-10-16,6,205.86,True
CUST_000218,2025-11-21,1,639.44,False
CUST_000218,2025-04-16,2,533.22,True
CUST_000218,2025-04-12,3,99.78,True
CUST_000218,2026-01-11,4,680.24,True
CUST_000218,2025-08-01,5,670.7,True
CUST_000220,2026-05-25,1,661.26,False
CUST_000220,2026-04-23,2,667.14,True
CUST_000220,2026-07-02,3,365.8,True
CUST_000220,2026-05-02,4,303.03,True
CUST_000220,2026-09-22,5,43.22,True
CUST_000220,2026-02-07,6,77.25,True
CUST_000221,2024-05-28,1,128.0,False
CUST_000221,2024-09-11,2,194.77,True
CUST_000222,2026-03-20,1,153.54,False
CUST_000222,2025-12-20,2,481.82,True
CUST_000222,2025-11-27,3,652.53,True
CUST_000222,2025-09-07,4,354.56,True
CUST_000222,2025-11-28,5,636.62,True
CUST_000222,2026-04-01,6,151.37,True
CUST_000223,2026-06-28,1,70.63,False
CUST_000227,2024-12-06,1,516.37,False
CUST_000228,2024-07-05,1,152.75,False
CUST_000228,2024-04-07,2,444.47,True
CUST_000228,2024-03-24,3,196.62,True
CUST_000229,2025-05-12,1,566.37,False
CUST_000229,2025-03-06,2,523.01,True
CUST_000229,2025-03-17,3,654.94,True
CUST_000229,2026-01-25,4,374.07,True
CUST_000229,2025-06-12,5,404.12,True
CUST_000231,2026-01-29,1,226.11,False
CUST_000231,2026-04-11,2,116.52,True
CUST_000231,2026-02-25,3,330.96,True
CUST_000231,2026-04-18,4,547.65,True
CUST_000231,2025-08-12,5,638.82,True
CUST_000232,2025-04-22,1,567.79,False
CUST_000232,2026-03-27,2,315.95,True
CUST_000232,2025-12-15,3,196.16,True
CUST_000232,2025-05-26,4,556.33,True
CUST_000233,2024-11-05,1,670.07,False
CUST_000233,2025-08-28,2,594.23,True
CUST_000233,2025-02-11,3,508.88,True
CUST_000233,2025-06-24,4,351.25,True
CUST_000233,2025-03-04,5,166.09,True
CUST_000233,2025-02-17,6,403.18,True
CUST_000233,2025-02-05,7,379.74,True
CUST_000234,2024-11-10,1,210.72,False
CUST_000234,2024-11-22,2,523.98,True
CUST_000234,2024-11-27,3,513.96,True
CUST_000234,2024-11-04,4,55.55,True
CUST_000234,2024-12-19,5,94.73,True
CUST_000238,2024-12-28,1,126.51,False
CUST_000239,2026-01-14,1,197.75,False
CUST_000239,2026-03-01,2,567.84,True
CUST_000239,2025-07-26,3,140.52,True
CUST_000240,2025-04-24,1,245.75,False
CUST_000240,2025-12-16,2,652.93,True
CUST_000240,2025-01-10,3,218.54,True
CUST_000240,2025-08-23,4,168.79,True
CUST_000240,2025-06-23,5,548.12,True
CUST_000242,2026-03-09,1,217.04,False
CUST_000242,2026-02-17,2,456.21,True
CUST_000242,2026-04-30,3,488.93,True
CUST_000242,2026-10-18,4,679.62,True
CUST_000244,2025-02-18,1,673.95,False
CUST_000244,2024-11-12,2,192.59,True
CUST_000244,2025-02-04,3,139.09,True
CUST_000246,2026-02-25,1,643.52,False
CUST_000246,2026-04-29,2,571.68,True
CUST_000246,2026-05-12,3,128.51,True
CUST_000246,2025-08-11,4,350.14,True
CUST_000246,2025-12-21,5,168.04,True
CUST_000246,2025-12-08,6,291.41,True
CUST_000247,2025-01-23,1,109.44,False
CUST_000247,2025-03-16,2,517.27,True
CUST_000249,2025-03-06,1,142.37,False
CUST_000254,2025-11-29,1,560.76,False
CUST_000254,2025-12-20,2,643.58,True
CUST_000254,2026-01-01,3,291.49,True
CUST_000256,2026-02-05,1,412.92,False
CUST_000257,2024-08-02,1,276.21,False
CUST_000258,2024-03-08,1,409.35,False
CUST_000258,2024-09-28,2,548.4,True
CUST_000258,2024-09-03,3,161.57,True
CUST_000258,2025-01-31,4,642.52,True
CUST_000258,2025-02-16,5,247.81,True
CUST_000260,2025-12-17,1,335.97,False
CUST_000260,2025-12-11,2,210.38,True
CUST_000260,2025-09-11,3,368.23,True
CUST_000260,2025-07-14,4,231.49,True
CUST_000260,2025-11-19,5,480.88,True
CUST_000262,2024-11-10,1,299.95,False
CUST_000265,2025-02-16,1,279.94,False
CUST_000265,2025-05-13,2,232.89,True
CUST_000265,2025-10-27,3,567.36,True
CUST_000267,2026-01-03,1,396.61,False
CUST_000267,2026-04-05,2,273.9,True
CUST_000271,2025-12-02,1,127.83,False
CUST_000271,2025-09-30,2,332.42,True
CUST_000271,2026-03-28,3,622.49,True
CUST_000271,2026-01-04,4,679.97,True
CUST_000271,2026-01-30,5,250.93,True
CUST_000272,2024-09-17,1,606.32,False
CUST_000272,2024-04-21,2,647.21,True
CUST_000272,2024-11-09,3,162.64,True
CUST_000272,2025-03-28,4,487.6,True
CUST_000272,2024-08-30,5,151.46,True
CUST_000275,2025-01-17,1,372.2,False
CUST_000275,2025-01-09,2,575.91,True
CUST_000275,2024-04-23,3,666.47,True
CUST_000275,2024-03-23,4,204.07,True
CUST_000275,2024-07-28,5,210.82,True
CUST_000275,2024-08-18,6,104.7,True
CUST_000279,2025-04-05,1,170.49,False
CUST_000279,2025-11-22,2,474.27,True
CUST_000279,2025-04-07,3,595.53,True
CUST_000279,2025-07-16,4,658.31,True
CUST_000279,2025-02-03,5,192.48,True
CUST_000279,2025-09-03,6,167.62,True
CUST_000280,2025-05-23,1,599.2,False
CUST_000280,2025-11-29,2,243.38,True
CUST_000280,2026-02-12,3,263.1,True
CUST_000280,2025-11-14,4,303.59,True
CUST_000280,2025-08-08,5,544.4,True
CUST_000280,2025-04-19,6,279.13,True
CUST_000282,2024-12-04,1,478.58,False
CUST_000282,2025-08-17,2,660.52,True
CUST_000283,2026-07-05,1,116.31,False
CUST_000284,2025-08-02,1,48.35,False
CUST_000284,2026-04-22,2,218.68,True
CUST_000284,2025-09-02,3,408.4,True
CUST_000284,2025-12-16,4,410.34,True
CUST_000284,2025-10-12,5,262.93,True
CUST_000284,2026-05-19,6,406.66,True
CUST_000284,2026-01-19,7,496.82,True
CUST_000285,2025-02-09,1,484.32,False
CUST_000285,2024-12-09,2,241.09,True
CUST_000285,2025-03-22,3,259.3,True
CUST_000285,2024-09-09,4,546.42,True
CUST_000285,2025-03-13,5,341.36,True
CUST_000288,2026-02-11,1,316.09,False
CUST_000288,2026-12-23,2,75.04,True
CUST_000288,2026-10-09,3,223.45,True
CUST_000288,2026-03-02,4,258.29,True
CUST_000289,2024-12-29,1,629.06,False
CUST_000289,2024-03-02,2,337.42,True
CUST_000289,2025-01-24,3,139.85,True
CUST_000289,2024-06-17,4,163.81,True
CUST_000289,2024-09-12,5,486.95,True
CUST_000292,2025-02-09,1,519.55,False
CUST_000292,2024-05-31,2,507.91,True
CUST_000292,2024-08-09,3,180.43,True
CUST_000292,2024-06-12,4,261.86,True
CUST_000294,2025-04-07,1,438.02,False
CUST_000294,2025-11-22,2,699.01,True
CUST_000295,2025-02-25,1,93.69,False
CUST_000295,2025-05-11,2,673.61,True
CUST_000295,2024-12-16,3,462.59,True
CUST_000295,2024-09-23,4,357.38,True
CUST_000295,2024-12-30,5,78.82,True
CUST_000295,2025-05-21,6,271.46,True
CUST_000295,2024-07-25,7,613.44,True
CUST_000296,2024-11-16,1,101.12,False
CUST_000296,2024-12-01,2,446.53,True
CUST_000297,2024-03-14,1,494.21,False
CUST_000298,2025-12-24,1,534.18,False
CUST_000298,2025-11-25,2,662.71,True
CUST_000298,2026-06-03,3,54.87,True
CUST_000298,2026-09-08,4,291.44,True
CUST_000299,2025-01-27,1,104.93,False
