payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0021_pay_0037,cli_0021_inv_0037,2026-03-13,USD,315.78,upi,settled
cli_0021_pay_0040,cli_0021_inv_0040,2026-01-08,USD,152.76,bank_transfer,settled
cli_0021_pay_0041,cli_0021_inv_0041,2025-12-19,USD,3402.17,paypal,settled
cli_0021_pay_0042,cli_0021_inv_0042,2026-03-05,USD,4037.12,card,settled
cli_0021_pay_0044,cli_0021_inv_0044,2026-01-21,USD,11677.65,bank_transfer,settled
cli_0021_pay_0047,cli_0021_inv_0047,2026-02-22,USD,6933.96,upi,settled
cli_0021_pay_0048,cli_0021_inv_0048,2025-12-27,USD,4924.67,bank_transfer,settled
cli_0021_pay_0049,cli_0021_inv_0049,2025-12-29,USD,3046.41,card,settled
cli_0021_pay_0050,cli_0021_inv_0050,2026-03-09,USD,220.07,paypal,settled
cli_0021_pay_0051,cli_0021_inv_0051,2025-12-18,USD,951.93,upi,settled
cli_0021_pay_0052,cli_0021_inv_0052,2025-12-28,USD,10179.31,upi,settled
cli_0021_pay_0053,cli_0021_inv_0053,2026-01-14,USD,11233.11,upi,settled
cli_0021_pay_0054,cli_0021_inv_0054,2025-12-15,USD,7527.63,upi,settled
cli_0021_pay_0055,cli_0021_inv_0055,2026-02-10,USD,5304.81,upi,settled
cli_0021_pay_0056,cli_0021_inv_0056,2026-02-17,USD,4373.3,upi,settled
cli_0021_pay_0057,cli_0021_inv_0057,2026-03-30,USD,6055.01,upi,settled
cli_0021_pay_0058,cli_0021_inv_0058,2026-01-01,USD,4773.57,paypal,settled
cli_0021_pay_0059,cli_0021_inv_0059,2026-02-04,USD,6057.53,paypal,settled
cli_0021_pay_0060,cli_0021_inv_0060,2025-11-30,USD,9383.82,bank_transfer,settled
cli_0021_pay_0061,cli_0021_inv_0061,2026-03-23,USD,168.12,upi,settled
cli_0021_pay_0062,cli_0021_inv_0062,2026-02-07,USD,5463.84,upi,settled
cli_0021_pay_0063,cli_0021_inv_0063,2026-02-27,USD,11424.83,upi,settled
cli_0021_pay_0064,cli_0021_inv_0064,2025-12-30,USD,809.94,bank_transfer,settled
cli_0021_pay_0065,cli_0021_inv_0065,2026-01-04,USD,7892.96,upi,settled
cli_0021_pay_0066,cli_0021_inv_0066,2026-01-22,USD,11161.56,paypal,settled
cli_0021_pay_0067,cli_0021_inv_0067,2026-03-25,USD,5120.15,card,settled
cli_0021_pay_0068,cli_0021_inv_0068,2026-02-17,USD,2153.81,upi,settled
cli_0021_pay_0070,cli_0021_inv_0070,2026-02-02,USD,4137.92,paypal,settled
cli_0021_pay_0072,cli_0021_inv_0072,2026-02-14,USD,7854.45,card,settled
cli_0021_pay_0073,cli_0021_inv_0073,2025-12-10,USD,2462.71,upi,settled
cli_0021_pay_0074,cli_0021_inv_0074,2025-12-13,USD,7654.19,card,settled
cli_0021_pay_0075,cli_0021_inv_0075,2026-01-17,USD,10271.68,card,settled
