campaign_id,campaign_name,subject_line,sent,delivered,opens,clicks,unsubscribes,spam_complaints,send_date
cli_0010_em_0044,Education,New North Studio,12489,11980,4130,292,91,1,2026-04-07
cli_0010_em_0045,Winback,A quick update on North Studio,23063,22677,2799,211,30,2,2025-11-17
cli_0010_em_0046,Launch,Last chance for North Studio,25619,25426,12908,2548,173,3,2025-10-30
cli_0010_em_0047,Re-engagement,How to improve North Studio,21287,20340,11023,1891,171,1,2025-11-24
cli_0010_em_0048,Re-engagement,Last chance for North Studio,34086,33200,8702,1093,112,5,2026-02-20
cli_0010_em_0049,Re-engagement,Last chance for North Studio,9035,8889,2879,268,36,1,2026-01-15
cli_0010_em_0050,Education,A quick update on North Studio,20836,20661,7135,1426,42,2,2026-01-16
cli_0010_em_0051,Winback,A quick update on North Studio,13998,13744,2350,208,134,2,2026-03-08
cli_0010_em_0052,Winback,New North Studio,36272,35917,17583,3100,281,3,2026-01-11
cli_0010_em_0053,Winback,New North Studio,41202,40899,10665,1131,16,4,2025-12-23
cli_0010_em_0054,Re-engagement,New North Studio,21910,21638,2963,427,195,0,2026-03-18
cli_0010_em_0055,Winback,A quick update on North Studio,16172,15743,4274,755,70,1,2025-12-26
cli_0010_em_0056,Offer,New North Studio,47692,46306,15502,2334,14,4,2026-01-21
cli_0010_em_0057,Newsletter,How to improve North Studio,34220,33453,5795,578,66,4,2026-03-03
cli_0010_em_0058,Education,Last chance for North Studio,29340,28618,14714,2994,239,3,2026-02-06
cli_0010_em_0059,Re-engagement,New North Studio,37018,35752,7076,1111,159,2,2026-01-23
cli_0010_em_0060,Offer,How to improve North Studio,49129,48592,14624,2927,240,0,2026-04-24
