session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0023_0_86,2026-02-24,2b5823f2751f,direct,tablet,United States,/pricing,952,0
s_cli_0023_0_87,2026-02-24,3d19c228966c,google,desktop,United Kingdom,/pricing,1230,0
s_cli_0023_0_88,2026-02-24,ad16623d1272,organic,desktop,United States,/pricing,1292,0
s_cli_0023_0_89,2026-02-24,4fc6eeb2aade,google,desktop,Canada,/,253,0
s_cli_0023_0_90,2026-02-24,73a4258fd989,meta,tablet,United States,/product,1775,0
s_cli_0023_0_91,2026-02-24,8d5d1674bf1a,meta,mobile,UAE,/blog/guide,272,0
s_cli_0023_0_92,2026-02-24,170661992eb2,meta,tablet,Australia,/pricing,643,0
s_cli_0023_0_93,2026-02-24,6aa9bffa458b,google,desktop,Canada,/,437,0
s_cli_0023_0_94,2026-02-24,3c8423ad0f64,direct,mobile,United Kingdom,/pricing,116,0
s_cli_0023_0_95,2026-02-24,9ef41370c3a1,google,mobile,Australia,/,519,1
s_cli_0023_0_96,2026-02-24,64f65884b55f,google,mobile,Canada,/pricing,837,0
s_cli_0023_0_97,2026-02-24,6d4185266395,organic,mobile,Australia,/product,1534,0
s_cli_0023_0_98,2026-02-24,18d5061e2054,organic,mobile,UAE,/product,796,0
s_cli_0023_0_99,2026-02-24,62624333d5dd,google,mobile,United Kingdom,/contact,414,0
s_cli_0023_0_100,2026-02-24,38ef84179e73,meta,tablet,UAE,/blog/guide,1653,1
s_cli_0023_0_101,2026-02-24,7271cf330cc5,organic,mobile,India,/contact,76,0
s_cli_0023_0_102,2026-02-24,12c3583a2b55,meta,mobile,United Kingdom,/product,1150,1
s_cli_0023_0_103,2026-02-24,c7cc264cc022,google,desktop,Australia,/pricing,313,1
s_cli_0023_0_104,2026-02-24,b465d1c0b10e,organic,desktop,UAE,/contact,1720,0
s_cli_0023_0_105,2026-02-24,c38dd43052f1,meta,mobile,India,/product,981,0
s_cli_0023_0_106,2026-02-24,e40c148e05b1,google,tablet,India,/product,494,1
s_cli_0023_0_107,2026-02-24,4beebb7af91a,organic,mobile,Canada,/blog/guide,673,1
s_cli_0023_0_108,2026-02-24,5e48947a35ae,meta,tablet,Canada,/product,832,1
s_cli_0023_0_109,2026-02-24,7f074f51fd6d,organic,desktop,United Kingdom,/blog/guide,441,0
s_cli_0023_0_110,2026-02-24,d04eda3c854f,direct,tablet,UAE,/,1342,0
s_cli_0023_0_111,2026-02-24,88edb71eb5f6,google,desktop,Canada,/contact,1644,0
s_cli_0023_0_112,2026-02-24,67c892409f6a,meta,mobile,Australia,/pricing,1191,0
s_cli_0023_0_113,2026-02-24,f2670daece1b,organic,desktop,United Kingdom,/,481,1
s_cli_0023_0_114,2026-02-24,c91d8dd37d7e,organic,mobile,India,/blog/guide,1316,1
s_cli_0023_0_115,2026-02-24,cb697014727d,organic,mobile,United States,/,1120,0
s_cli_0023_0_116,2026-02-24,156e933eba95,direct,tablet,United States,/pricing,1390,0
s_cli_0023_0_117,2026-02-24,2a94bd6f494e,meta,tablet,United States,/blog/guide,1596,0
s_cli_0023_0_118,2026-02-24,524d56639afb,google,mobile,UAE,/contact,1100,0
s_cli_0023_0_119,2026-02-24,2bc55c535ca2,google,desktop,Canada,/product,1738,0
s_cli_0023_0_120,2026-02-24,162330a24e10,meta,desktop,United States,/blog/guide,374,1
s_cli_0023_0_121,2026-02-24,b126cf603e8b,google,mobile,United States,/product,804,0
s_cli_0023_0_122,2026-02-24,23bdd52992c4,google,mobile,Canada,/pricing,19,0
s_cli_0023_0_123,2026-02-24,249d13af18f7,meta,desktop,Australia,/product,359,0
s_cli_0023_0_124,2026-02-24,6e2e2949bdbf,google,mobile,UAE,/product,1429,0
s_cli_0023_0_125,2026-02-24,81916e207f53,direct,mobile,United Kingdom,/product,638,0
s_cli_0023_0_126,2026-02-24,4c4b5a5787b2,meta,mobile,Australia,/contact,84,0
s_cli_0023_0_127,2026-02-24,27077f49e94f,google,desktop,Canada,/contact,1404,0
s_cli_0023_0_128,2026-02-24,996c7d719cc4,google,mobile,United States,/contact,186,0
s_cli_0023_0_129,2026-02-24,802cfd764c78,meta,tablet,Canada,/product,666,0
s_cli_0023_0_130,2026-02-24,ff801580be45,organic,desktop,United Kingdom,/product,1013,0
s_cli_0023_0_131,2026-02-24,4667b8eb0cb8,meta,mobile,United States,/blog/guide,119,0
s_cli_0023_0_132,2026-02-24,40dfc5cc9081,meta,desktop,Australia,/pricing,1149,0
s_cli_0023_0_133,2026-02-24,372d6015622c,meta,desktop,Canada,/pricing,399,0
s_cli_0023_0_134,2026-02-24,4d1a2170288b,organic,desktop,Canada,/contact,1575,0
s_cli_0023_0_135,2026-02-24,9552bca904dd,direct,mobile,Australia,/blog/guide,1559,1
s_cli_0023_0_136,2026-02-24,329ea1d4d8ae,referral,desktop,United Kingdom,/blog/guide,297,1
s_cli_0023_0_137,2026-02-24,3400c75c6b17,direct,desktop,United Kingdom,/blog/guide,214,0
s_cli_0023_0_138,2026-02-24,fe1a115ce7a3,google,mobile,Australia,/pricing,982,1
s_cli_0023_0_139,2026-02-24,20c8716cc134,google,desktop,Canada,/,127,0
s_cli_0023_0_140,2026-02-24,eec0abf73e92,google,tablet,Canada,/,212,1
s_cli_0023_0_141,2026-02-24,274937a55d7e,google,mobile,Australia,/product,194,0
s_cli_0023_0_142,2026-02-24,57e399c24cf1,meta,mobile,UAE,/blog/guide,296,0
s_cli_0023_0_143,2026-02-24,04f88982d2c2,organic,tablet,United States,/product,1157,1
s_cli_0023_0_144,2026-02-24,94c3430ddad9,direct,tablet,Canada,/product,874,0
s_cli_0023_0_145,2026-02-24,9df0ef957563,referral,mobile,Canada,/blog/guide,703,0
s_cli_0023_0_146,2026-02-24,c4f8808e5d6d,meta,mobile,UAE,/pricing,694,1
s_cli_0023_0_147,2026-02-24,0e5c69daf001,direct,mobile,Australia,/pricing,177,0
s_cli_0023_0_148,2026-02-24,bd5d8d4a690f,google,mobile,Australia,/product,1253,0
s_cli_0023_0_149,2026-02-24,eea59ce555d1,meta,mobile,United Kingdom,/pricing,739,0
s_cli_0023_0_150,2026-02-24,7643abba79f8,referral,tablet,Australia,/pricing,98,0
s_cli_0023_0_151,2026-02-24,83a7ac9c0c51,direct,desktop,United States,/,1674,0
s_cli_0023_0_152,2026-02-24,abb3c55639ac,meta,tablet,United States,/blog/guide,784,1
s_cli_0023_0_153,2026-02-24,bac03f44ddc4,referral,desktop,United Kingdom,/product,378,0
s_cli_0023_0_154,2026-02-24,5a5f6858fed7,direct,desktop,India,/contact,114,0
s_cli_0023_0_155,2026-02-24,46cb88b45785,google,mobile,United States,/pricing,1726,0
s_cli_0023_0_156,2026-02-24,71a7cd0db4b2,direct,desktop,India,/product,719,0
s_cli_0023_0_157,2026-02-24,8d2566783ff9,google,mobile,United States,/contact,1303,1
s_cli_0023_0_158,2026-02-24,11e23c31fb7b,organic,desktop,Canada,/contact,398,0
s_cli_0023_0_159,2026-02-24,27314d4b289c,organic,desktop,United States,/blog/guide,1459,0
s_cli_0023_0_160,2026-02-24,e0a55ed682dd,meta,mobile,Canada,/blog/guide,260,0
s_cli_0023_0_161,2026-02-24,88f13eabae61,google,mobile,Australia,/pricing,36,0
s_cli_0023_0_162,2026-02-24,4b7987ea4513,direct,mobile,India,/contact,887,0
s_cli_0023_0_163,2026-02-24,18db68a5eab5,direct,mobile,Canada,/product,275,0
s_cli_0023_0_164,2026-02-24,31130df90314,direct,mobile,Canada,/blog/guide,586,1
s_cli_0023_0_165,2026-02-24,7f83a5872dd1,organic,tablet,United States,/contact,896,1
s_cli_0023_0_166,2026-02-24,a83da9fc752c,google,mobile,United Kingdom,/blog/guide,986,1
s_cli_0023_0_167,2026-02-24,bf4070de8891,direct,mobile,Canada,/contact,675,0
s_cli_0023_0_168,2026-02-24,1fbbbe45b867,google,mobile,India,/blog/guide,142,0
s_cli_0023_0_169,2026-02-24,8973fd3d991e,direct,desktop,United Kingdom,/contact,1763,0
s_cli_0023_0_170,2026-02-24,cd319f9df8c6,organic,desktop,United States,/,694,0
s_cli_0023_0_171,2026-02-24,56af09de85c7,meta,desktop,Australia,/product,1760,0
s_cli_0023_0_172,2026-02-24,f2827f912030,meta,mobile,United Kingdom,/,985,0
s_cli_0023_0_173,2026-02-24,174d231d879a,google,mobile,United States,/product,1491,0
s_cli_0023_0_174,2026-02-24,ca6556c83a34,organic,mobile,Australia,/blog/guide,352,0
s_cli_0023_0_175,2026-02-24,1a91b871e7da,google,tablet,Canada,/blog/guide,787,0
s_cli_0023_0_176,2026-02-24,0bd6407a5fee,direct,mobile,India,/product,1250,1
s_cli_0023_0_177,2026-02-24,b4d6a3d62019,google,mobile,United States,/contact,1152,0
s_cli_0023_0_178,2026-02-24,5c56ece50cc9,organic,mobile,India,/product,497,0
s_cli_0023_0_179,2026-02-24,e7b542b295e7,meta,desktop,India,/pricing,1201,0
s_cli_0023_0_180,2026-02-24,f39794af37a4,google,desktop,UAE,/pricing,1464,0
s_cli_0023_0_181,2026-02-24,c5378898c739,referral,mobile,Australia,/pricing,439,0
s_cli_0023_0_182,2026-02-24,20c039e2b145,organic,mobile,India,/contact,111,0
s_cli_0023_0_183,2026-02-24,b730d7d30e7b,organic,desktop,United Kingdom,/,217,0
s_cli_0023_0_184,2026-02-24,18831f961f04,google,mobile,Australia,/,868,0
s_cli_0023_0_185,2026-02-24,36085c1c261c,google,mobile,United Kingdom,/blog/guide,663,0
s_cli_0023_0_186,2026-02-24,92675254e084,direct,mobile,Canada,/contact,788,0
s_cli_0023_0_187,2026-02-24,46a42264905c,meta,desktop,United States,/product,1729,0
s_cli_0023_0_188,2026-02-24,e26087185369,meta,tablet,United States,/blog/guide,839,0
s_cli_0023_0_189,2026-02-24,8a9335152b58,direct,mobile,Australia,/,1154,1
s_cli_0023_0_190,2026-02-24,d676a1e45d0f,google,mobile,UAE,/pricing,967,0
s_cli_0023_0_191,2026-02-24,5d8874b52fd6,meta,desktop,India,/product,1155,0
s_cli_0023_0_192,2026-02-24,37490d7d8a6b,direct,mobile,Canada,/pricing,582,0
s_cli_0023_0_193,2026-02-24,b34d7dcad600,direct,desktop,UAE,/blog/guide,523,0
s_cli_0023_0_194,2026-02-24,52fc442a1b55,google,mobile,UAE,/product,255,0
s_cli_0023_0_195,2026-02-24,51d7837888df,google,tablet,Canada,/pricing,730,0
s_cli_0023_0_196,2026-02-24,922cc02be3c1,google,mobile,United Kingdom,/,1202,0
s_cli_0023_0_197,2026-02-24,d526268d4be7,organic,mobile,Australia,/blog/guide,1084,0
s_cli_0023_0_198,2026-02-24,0a159ae4759c,organic,desktop,UAE,/blog/guide,1471,0
s_cli_0023_0_199,2026-02-24,5886c9cb0b08,organic,mobile,India,/,641,0
s_cli_0023_0_200,2026-02-24,66c95f7310b8,google,desktop,Canada,/,1474,0
s_cli_0023_0_201,2026-02-24,bf2eb3a1f277,meta,desktop,Canada,/contact,624,0
s_cli_0023_0_202,2026-02-24,c98adc56c099,google,desktop,India,/blog/guide,816,0
s_cli_0023_0_203,2026-02-24,7fdf30b8e3c3,meta,desktop,Australia,/contact,429,0
s_cli_0023_0_204,2026-02-24,ff7fa6fbed60,google,desktop,Canada,/blog/guide,958,0
s_cli_0023_0_205,2026-02-24,c02224fd5406,referral,mobile,United Kingdom,/product,574,1
s_cli_0023_0_206,2026-02-24,8d0e924d5f0a,meta,tablet,United Kingdom,/pricing,58,0
s_cli_0023_0_207,2026-02-24,491babdc59e5,organic,mobile,UAE,/product,1404,0
s_cli_0023_0_208,2026-02-24,e1e83b21a2eb,organic,mobile,Australia,/,402,0
s_cli_0023_0_209,2026-02-24,b770d66237e4,meta,mobile,UAE,/pricing,227,1
s_cli_0023_0_210,2026-02-24,ce83dd5dfde4,organic,desktop,UAE,/pricing,1253,1
s_cli_0023_0_211,2026-02-24,e22ea2646c07,google,mobile,UAE,/blog/guide,666,0
s_cli_0023_0_212,2026-02-24,064355c92c9d,meta,tablet,United Kingdom,/pricing,1389,0
s_cli_0023_0_213,2026-02-24,1d0cd8b0454a,google,tablet,Canada,/,1792,1
s_cli_0023_0_214,2026-02-24,d675c12fba94,organic,mobile,United States,/,421,0
s_cli_0023_0_215,2026-02-24,0a7393f07ff8,meta,desktop,UAE,/blog/guide,1026,0
s_cli_0023_0_216,2026-02-24,c01757804acc,google,desktop,Australia,/contact,1190,0
s_cli_0023_0_217,2026-02-24,f66e9848bb99,meta,mobile,United Kingdom,/pricing,1708,1
s_cli_0023_0_218,2026-02-24,6bde70ce1525,referral,desktop,Australia,/product,936,1
s_cli_0023_0_219,2026-02-24,056dfe3f039b,google,mobile,India,/contact,701,1
s_cli_0023_0_220,2026-02-24,b24c5881bf58,google,mobile,United States,/product,904,0
s_cli_0023_0_221,2026-02-24,5982c07e807a,organic,tablet,United Kingdom,/blog/guide,277,1
s_cli_0023_0_222,2026-02-24,62a39985c33c,organic,mobile,United States,/product,523,1
s_cli_0023_0_223,2026-02-24,a3807834acd6,meta,desktop,United States,/product,134,0
s_cli_0023_0_224,2026-02-24,7aaa8b562839,google,desktop,United Kingdom,/contact,1571,0
s_cli_0023_0_225,2026-02-24,16e056b3d1b0,google,mobile,India,/,1227,1
s_cli_0023_0_226,2026-02-24,118213eef8a9,referral,desktop,UAE,/product,252,1
s_cli_0023_0_227,2026-02-24,43d22ff8b012,meta,desktop,Canada,/pricing,1409,0
s_cli_0023_0_228,2026-02-24,dab02eeecb77,direct,mobile,UAE,/product,1116,0
s_cli_0023_0_229,2026-02-24,793307fd7851,organic,tablet,United States,/product,321,0
s_cli_0023_0_230,2026-02-24,40c98ea6c9c7,referral,mobile,United States,/contact,779,1
s_cli_0023_0_231,2026-02-24,071981764156,meta,mobile,India,/product,1590,0
s_cli_0023_0_232,2026-02-24,bd1656a65fd4,google,mobile,Australia,/blog/guide,80,0
s_cli_0023_0_233,2026-02-24,3a9ff0c07477,organic,tablet,United Kingdom,/pricing,1111,0
s_cli_0023_0_234,2026-02-24,2c2f1fc7f03a,referral,desktop,UAE,/,374,0
s_cli_0023_0_235,2026-02-24,39e01347f6d5,direct,mobile,Australia,/,659,0
s_cli_0023_0_236,2026-02-24,388fa38c1195,direct,desktop,India,/,762,1
s_cli_0023_0_237,2026-02-24,17c1d4322673,direct,tablet,United States,/pricing,725,0
s_cli_0023_0_238,2026-02-24,9ae6140c8d91,referral,desktop,United States,/blog/guide,1164,1
s_cli_0023_0_239,2026-02-24,357e9cce7823,direct,mobile,Australia,/product,72,0
s_cli_0023_0_240,2026-02-24,24e590308416,organic,mobile,India,/contact,1781,0
s_cli_0023_0_241,2026-02-24,75829acf1cbc,google,desktop,India,/blog/guide,604,1
s_cli_0023_0_242,2026-02-24,9625b59acc71,referral,mobile,UAE,/pricing,1033,1
s_cli_0023_0_243,2026-02-24,0b5ca140b0d5,organic,mobile,United Kingdom,/contact,1494,0
s_cli_0023_0_244,2026-02-24,8d7ab3f4e83c,google,mobile,Australia,/product,345,0
s_cli_0023_0_245,2026-02-24,2c6640768a2e,organic,desktop,United Kingdom,/blog/guide,714,0
s_cli_0023_0_246,2026-02-24,8e1517ede39d,organic,tablet,United States,/,1123,0
s_cli_0023_0_247,2026-02-24,1fa4353db3ff,google,mobile,United States,/blog/guide,175,0
s_cli_0023_0_248,2026-02-24,d64d2c6ed988,google,mobile,UAE,/product,741,0
s_cli_0023_0_249,2026-02-24,4b8046b23f8b,direct,mobile,United States,/pricing,1720,1
s_cli_0023_0_250,2026-02-24,bff403912c02,google,tablet,Australia,/pricing,1498,0
s_cli_0023_0_251,2026-02-24,0865a33a2eca,google,mobile,India,/product,483,1
s_cli_0023_0_252,2026-02-24,0ed10ac58d18,organic,mobile,Canada,/pricing,1660,0
s_cli_0023_0_253,2026-02-24,5817320e8a93,meta,mobile,United States,/blog/guide,1374,0
s_cli_0023_0_254,2026-02-24,d7a0c808c759,google,mobile,India,/blog/guide,1096,0
s_cli_0023_0_255,2026-02-24,daf04727241a,direct,tablet,United Kingdom,/product,1268,0
s_cli_0023_0_256,2026-02-24,1980d2d3d24e,meta,mobile,Australia,/product,1428,0
s_cli_0023_0_257,2026-02-24,51ac7cd75499,referral,desktop,United Kingdom,/blog/guide,542,1
s_cli_0023_0_258,2026-02-24,f46f1ed1fb91,google,tablet,Australia,/contact,1723,0
s_cli_0023_0_259,2026-02-24,f69facde1b24,meta,desktop,United Kingdom,/contact,446,0
s_cli_0023_0_260,2026-02-24,d4b5f4f47b82,meta,desktop,Canada,/,781,0
s_cli_0023_0_261,2026-02-24,abaa93169f18,google,desktop,Australia,/pricing,696,0
s_cli_0023_0_262,2026-02-24,006013d748a1,google,mobile,India,/blog/guide,620,0
s_cli_0023_0_263,2026-02-24,d635de3c67f3,referral,tablet,India,/blog/guide,951,0
s_cli_0023_0_264,2026-02-24,bbcd63a5535b,referral,desktop,UAE,/pricing,984,1
s_cli_0023_0_265,2026-02-24,3916d56fac0b,direct,mobile,UAE,/blog/guide,1252,0
s_cli_0023_0_266,2026-02-24,ac703bcd51b0,direct,tablet,United States,/pricing,985,0
s_cli_0023_0_267,2026-02-24,171feae16aa9,google,mobile,Canada,/blog/guide,1761,1
s_cli_0023_0_268,2026-02-24,adc7b2fc0768,meta,mobile,United States,/blog/guide,1022,0
s_cli_0023_0_269,2026-02-24,8e6f89597ae4,direct,mobile,UAE,/product,1753,0
s_cli_0023_0_270,2026-02-24,1e52a8860288,google,desktop,UAE,/blog/guide,931,0
s_cli_0023_0_271,2026-02-24,8bae5f669d84,google,mobile,United Kingdom,/,1362,0
s_cli_0023_0_272,2026-02-24,5cd39d0c14fb,organic,mobile,Canada,/contact,1791,0
s_cli_0023_0_273,2026-02-24,8692b764f52d,google,mobile,United States,/blog/guide,528,0
s_cli_0023_0_274,2026-02-24,a0e691f14b71,google,desktop,Canada,/pricing,1544,1
s_cli_0023_0_275,2026-02-24,76ae615c6f57,google,mobile,India,/contact,1345,1
s_cli_0023_0_276,2026-02-24,1f6932869df0,meta,mobile,Canada,/contact,1500,0
s_cli_0023_0_277,2026-02-24,3a364f5b8f20,direct,desktop,Canada,/,171,0
s_cli_0023_0_278,2026-02-24,157b171cd93e,google,desktop,Australia,/product,600,0
s_cli_0023_0_279,2026-02-24,8e5d1fc2c2d3,direct,mobile,India,/blog/guide,1047,0
s_cli_0023_0_280,2026-02-24,616ca66c1158,organic,mobile,India,/,1780,0
s_cli_0023_0_281,2026-02-24,ade41e0514d5,google,mobile,United Kingdom,/product,1130,1
s_cli_0023_0_282,2026-02-24,d0ae428f69ea,direct,desktop,UAE,/product,1562,1
s_cli_0023_0_283,2026-02-24,fcb8fcbbb546,direct,mobile,United States,/pricing,1747,1
s_cli_0023_0_284,2026-02-24,6c8a38a1d4b8,organic,mobile,India,/pricing,1223,0
s_cli_0023_0_285,2026-02-24,79ee768cbd28,organic,tablet,UAE,/pricing,824,0
s_cli_0023_0_286,2026-02-24,ae60bf5a579c,google,desktop,India,/product,326,0
s_cli_0023_0_287,2026-02-24,8909272d820b,meta,desktop,United Kingdom,/blog/guide,1599,1
s_cli_0023_0_288,2026-02-24,178ab30f91be,referral,mobile,UAE,/contact,1581,0
s_cli_0023_0_289,2026-02-24,ab2dc2fba8e6,meta,mobile,Australia,/product,1080,0
s_cli_0023_0_290,2026-02-24,33bf4d27945d,google,mobile,India,/,1271,0
s_cli_0023_0_291,2026-02-24,f325b873fe7d,referral,mobile,India,/,793,0
s_cli_0023_0_292,2026-02-24,15067ea89dab,google,tablet,India,/blog/guide,849,0
s_cli_0023_0_293,2026-02-24,c349ec339f43,google,tablet,Canada,/contact,22,0
