customer_id,signup_date,age,gender,income,segment,signup_channel,contract_type
CUST_000205,2025-03-30,63,Male,32175,Individual,Organic,Monthly
CUST_000206,2025-02-20,31,Male,86358,SME,Meta,Monthly
CUST_000207,2024-02-03,40,Male,73394,Individual,Email,Quarterly
CUST_000208,2025-08-19,35,Female,62880,SME,Referral,Monthly
CUST_000209,2024-05-15,19,Male,122870,Individual,Referral,Quarterly
CUST_000210,2025-01-10,55,Female,83197,Individual,Organic,Monthly
CUST_000211,2024-03-22,69,Female,129397,SME,Google Ads,Annual
CUST_000212,2024-07-08,63,Male,106143,Individual,Meta,Monthly
CUST_000213,2024-11-09,31,Male,55367,SME,Google Ads,Monthly
CUST_000214,2024-02-09,39,Male,71693,Enterprise,Meta,Annual
CUST_000215,2024-09-27,51,Male,94532,Individual,Meta,Quarterly
CUST_000216,2024-06-26,59,Female,77384,Individual,Google Ads,Monthly
CUST_000217,2024-04-06,55,Female,98411,Individual,Meta,Monthly
CUST_000218,2025-04-12,44,Male,101182,SME,Meta,Quarterly
CUST_000219,2025-12-17,24,Female,79052,SME,Organic,Monthly
CUST_000220,2025-11-12,63,Female,106145,Individual,Email,Monthly
CUST_000221,2024-02-29,53,Male,98617,Individual,Email,Monthly
CUST_000222,2025-06-06,53,Male,44762,Individual,Email,Annual
CUST_000223,2025-12-14,64,Female,24853,Individual,Google Ads,Monthly
CUST_000224,2024-08-07,64,Female,134130,Individual,Email,Annual
CUST_000225,2024-07-12,62,Male,86017,SME,Meta,Monthly
CUST_000226,2025-01-02,26,Female,57904,Individual,Organic,Quarterly
CUST_000227,2024-09-04,59,Male,33350,Individual,Meta,Quarterly
CUST_000228,2024-03-24,61,Male,105469,Individual,Referral,Monthly
CUST_000229,2025-03-02,61,Male,89626,Enterprise,Google Ads,Annual
CUST_000230,2025-09-19,66,Male,40491,Individual,Email,Quarterly
CUST_000231,2025-04-30,38,Male,21750,SME,YouTube,Annual
CUST_000232,2025-04-22,35,Male,140075,Individual,Meta,Monthly
CUST_000233,2024-09-24,43,Male,47935,SME,Google Ads,Monthly
CUST_000234,2024-08-25,38,Female,114457,Individual,Organic,Quarterly
CUST_000235,2025-12-05,68,Female,93543,Enterprise,Organic,Monthly
CUST_000236,2024-10-30,47,Female,45510,Individual,Email,Annual
CUST_000237,2024-09-24,34,Female,94910,Individual,Referral,Monthly
CUST_000238,2024-02-14,51,Male,149828,Individual,Meta,Quarterly
CUST_000239,2025-07-07,61,Male,76846,SME,Referral,Quarterly
CUST_000240,2025-01-07,42,Male,47345,Individual,Organic,Quarterly
CUST_000241,2025-03-30,19,Male,143618,SME,YouTube,Monthly
CUST_000242,2025-10-19,30,Male,115505,Enterprise,Email,Monthly
CUST_000243,2024-10-11,63,Female,65084,SME,Organic,Monthly
CUST_000244,2024-10-15,61,Male,53039,SME,Google Ads,Quarterly
CUST_000245,2024-12-28,42,Male,23430,Individual,Google Ads,Monthly
CUST_000246,2025-07-14,20,Male,53933,Individual,Meta,Monthly
CUST_000247,2024-11-16,54,Male,77775,Individual,YouTube,Monthly
CUST_000248,2025-09-10,32,Male,142744,SME,Referral,Annual
CUST_000249,2024-03-12,54,Male,65028,Individual,YouTube,Annual
CUST_000250,2025-07-07,63,Female,126506,Enterprise,Meta,Monthly
CUST_000251,2025-04-16,69,Female,74842,Individual,Organic,Quarterly
CUST_000252,2025-09-01,68,Male,54157,Individual,Meta,Monthly
CUST_000253,2025-07-29,58,Male,129049,SME,YouTube,Annual
CUST_000254,2025-04-27,64,Male,137424,Individual,Referral,Annual
CUST_000255,2025-04-11,59,Male,145617,Individual,Google Ads,Monthly
CUST_000256,2025-10-04,49,Male,81413,SME,Organic,Quarterly
CUST_000257,2024-01-30,26,Female,54701,SME,Email,Annual
CUST_000258,2024-02-20,20,Male,143867,Individual,Email,Annual
CUST_000259,2024-03-28,29,Female,49192,Individual,Google Ads,Quarterly
CUST_000260,2025-02-24,51,Female,125595,Individual,Email,Quarterly
CUST_000261,2024-06-24,43,Female,114661,Enterprise,Organic,Annual
CUST_000262,2024-02-25,30,Male,123537,Individual,YouTube,Quarterly
CUST_000263,2025-11-18,20,Female,31303,SME,Email,Annual
CUST_000264,2024-09-30,50,Female,106231,SME,Referral,Annual
CUST_000265,2025-01-27,65,Male,125228,SME,Google Ads,Annual
CUST_000266,2024-09-17,53,Male,89274,SME,Organic,Annual
CUST_000267,2025-09-15,68,Male,67638,Individual,Email,Monthly
CUST_000268,2024-07-08,56,Male,112241,SME,YouTube,Quarterly
CUST_000269,2024-12-01,29,Male,95713,Individual,YouTube,Monthly
CUST_000270,2025-08-15,58,Male,147335,Individual,Referral,Monthly
CUST_000271,2025-06-05,62,Male,21007,Individual,YouTube,Monthly
CUST_000272,2024-04-09,58,Female,33281,Individual,Referral,Monthly
CUST_000273,2025-08-15,54,Male,102197,Enterprise,Referral,Monthly
CUST_000274,2024-10-19,44,Female,70192,SME,Google Ads,Quarterly
CUST_000275,2024-01-21,18,Female,40953,Individual,Meta,Annual
CUST_000276,2024-04-30,64,Male,41195,SME,Email,Quarterly
CUST_000277,2025-09-08,29,Male,77372,Individual,YouTube,Monthly
CUST_000278,2024-08-23,49,Male,47082,SME,Meta,Monthly
CUST_000279,2024-12-12,51,Male,143395,Individual,Organic,Annual
CUST_000280,2025-03-20,32,Male,121148,SME,Referral,Annual
CUST_000281,2025-11-11,64,Female,72307,SME,Email,Annual
CUST_000282,2024-11-14,61,Female,117883,SME,Organic,Quarterly
CUST_000283,2025-07-18,23,Male,83416,Individual,Email,Monthly
CUST_000284,2025-06-21,55,Male,96961,Individual,Google Ads,Quarterly
CUST_000285,2024-04-16,29,Female,58158,Individual,Email,Annual
CUST_000286,2024-04-04,63,Male,25776,Individual,Email,Annual
CUST_000287,2025-04-18,69,Male,149410,SME,Referral,Monthly
CUST_000288,2025-12-28,20,Female,142413,Individual,YouTube,Monthly
CUST_000289,2024-02-17,34,Female,99083,Individual,Google Ads,Monthly
CUST_000290,2025-01-23,39,Female,141332,Individual,Email,Annual
CUST_000291,2024-08-03,34,Female,146740,Individual,Meta,Monthly
CUST_000292,2024-05-19,48,Female,46143,SME,Google Ads,Annual
CUST_000293,2025-09-28,55,Male,50087,SME,Email,Monthly
CUST_000294,2024-12-15,34,Female,145816,Individual,YouTube,Quarterly
CUST_000295,2024-05-22,37,Male,94441,SME,Meta,Monthly
CUST_000296,2024-05-30,19,Male,47424,SME,YouTube,Monthly
CUST_000297,2024-02-14,69,Female,70069,Individual,YouTube,Quarterly
CUST_000298,2025-11-11,63,Female,101905,SME,Meta,Monthly
CUST_000299,2024-04-03,66,Female,91626,Individual,Email,Monthly
CUST_000300,2025-12-17,23,Male,145150,Individual,Meta,Annual
CUST_000301,2025-01-24,25,Female,148859,SME,YouTube,Quarterly
CUST_000302,2025-05-17,24,Male,66163,Individual,YouTube,Annual
CUST_000303,2025-05-04,43,Male,118818,Individual,Referral,Quarterly
CUST_000304,2025-06-26,28,Female,100885,Individual,Referral,Monthly
CUST_000305,2024-10-24,62,Male,46745,Individual,YouTube,Monthly
CUST_000306,2025-02-07,25,Male,130198,Individual,Email,Monthly
CUST_000307,2024-06-29,23,Female,36082,Individual,Google Ads,Monthly
CUST_000308,2025-01-13,45,Female,28946,SME,Organic,Monthly
CUST_000309,2024-07-22,32,Male,143782,Individual,YouTube,Annual
CUST_000310,2025-02-10,41,Female,67908,Individual,Referral,Quarterly
CUST_000311,2025-05-24,41,Female,136400,Individual,Google Ads,Monthly
CUST_000312,2024-01-11,51,Female,97539,SME,Meta,Quarterly
CUST_000313,2025-02-09,56,Female,49426,Individual,YouTube,Monthly
CUST_000314,2024-09-10,20,Male,118833,SME,Google Ads,Monthly
CUST_000315,2025-07-19,25,Female,43279,SME,Meta,Monthly
CUST_000316,2025-01-03,31,Female,53142,Individual,YouTube,Monthly
CUST_000317,2025-08-06,64,Female,90135,Individual,Referral,Quarterly
CUST_000318,2025-08-09,23,Male,145818,Individual,Referral,Monthly
CUST_000319,2024-10-04,54,Male,128542,Individual,Referral,Monthly
CUST_000320,2025-05-24,62,Male,121678,Individual,Meta,Monthly
CUST_000321,2024-02-09,31,Female,144873,Individual,Referral,Annual
CUST_000322,2024-08-19,18,Male,133939,Individual,Referral,Quarterly
CUST_000323,2025-06-25,37,Female,105112,SME,Organic,Quarterly
CUST_000324,2024-03-09,66,Male,29847,SME,Referral,Annual
CUST_000325,2025-11-09,23,Female,103194,Individual,Meta,Annual
CUST_000326,2025-11-27,26,Male,111428,Enterprise,Organic,Quarterly
CUST_000327,2024-05-29,52,Female,96260,Enterprise,Organic,Monthly
CUST_000328,2024-05-13,68,Female,45611,Individual,Organic,Monthly
CUST_000329,2025-10-03,60,Female,146945,Individual,Organic,Annual
CUST_000330,2025-04-15,48,Female,26638,Individual,Referral,Quarterly
CUST_000331,2024-05-16,40,Female,124061,Individual,Meta,Monthly
CUST_000332,2025-02-16,25,Female,127860,Individual,Organic,Monthly
CUST_000333,2025-11-17,22,Male,130677,Individual,Google Ads,Annual
CUST_000334,2025-01-25,43,Male,108009,Individual,Meta,Quarterly
CUST_000335,2024-05-09,25,Male,116999,SME,Email,Annual
CUST_000336,2025-08-06,63,Female,149824,SME,YouTube,Monthly
CUST_000337,2025-11-15,22,Male,130169,Individual,Meta,Annual
CUST_000338,2025-05-23,23,Male,25704,SME,Google Ads,Annual
CUST_000339,2024-02-15,26,Male,149612,Individual,Email,Annual
CUST_000340,2025-04-14,55,Female,87203,SME,YouTube,Annual
CUST_000341,2025-08-22,30,Male,133942,Individual,Email,Monthly
CUST_000342,2024-10-08,24,Male,71924,Individual,Referral,Quarterly
CUST_000343,2024-08-25,32,Male,97714,Individual,Google Ads,Quarterly
CUST_000344,2025-02-19,49,Male,116546,Individual,Meta,Quarterly
CUST_000345,2025-04-17,25,Female,141805,SME,YouTube,Quarterly
CUST_000346,2024-05-02,38,Female,26471,Individual,YouTube,Annual
CUST_000347,2025-09-05,46,Female,24760,Individual,Meta,Quarterly
CUST_000348,2025-01-25,32,Female,66819,SME,YouTube,Quarterly
CUST_000349,2024-10-28,61,Male,124874,Individual,Email,Monthly
CUST_000350,2025-11-22,64,Male,107163,Enterprise,Referral,Annual
CUST_000351,2025-10-23,32,Female,98612,Individual,Email,Monthly
CUST_000352,2024-11-24,21,Female,77716,Individual,Email,Annual
CUST_000353,2024-08-23,45,Male,148647,Individual,Referral,Quarterly
CUST_000354,2024-10-29,19,Male,63596,Individual,Google Ads,Quarterly
CUST_000355,2025-07-15,24,Male,64139,Individual,Organic,Monthly
CUST_000356,2025-11-12,66,Female,94172,Individual,Referral,Monthly
CUST_000357,2025-09-04,24,Female,127904,Individual,Organic,Quarterly
CUST_000358,2024-10-25,30,Male,85429,SME,YouTube,Quarterly
CUST_000359,2025-10-16,43,Male,148782,SME,Meta,Monthly
CUST_000360,2025-05-25,59,Female,91831,Individual,Meta,Monthly
CUST_000361,2025-12-23,21,Female,125111,SME,Referral,Quarterly
CUST_000362,2025-04-04,42,Female,123314,SME,Google Ads,Monthly
CUST_000363,2025-12-04,22,Male,46160,SME,Meta,Monthly
CUST_000364,2024-09-22,38,Male,61621,Individual,Email,Quarterly
CUST_000365,2025-08-23,49,Male,77993,Individual,Organic,Quarterly
CUST_000366,2024-04-29,42,Female,37727,Individual,Organic,Quarterly
CUST_000367,2025-08-14,59,Female,108700,SME,Google Ads,Monthly
CUST_000368,2025-04-14,41,Female,71501,Individual,Meta,Monthly
CUST_000369,2024-06-06,49,Male,59532,Individual,Organic,Annual
CUST_000370,2025-02-19,20,Male,51367,Individual,YouTube,Monthly
CUST_000371,2025-04-21,21,Male,92240,SME,Referral,Annual
CUST_000372,2025-11-03,44,Female,34484,Individual,Meta,Quarterly
CUST_000373,2024-01-28,61,Male,65113,Individual,YouTube,Monthly
CUST_000374,2025-07-10,61,Female,145541,Individual,Meta,Monthly
CUST_000375,2025-04-07,69,Female,20661,Individual,Referral,Annual
CUST_000376,2024-09-26,46,Male,88910,Individual,Meta,Monthly
CUST_000377,2024-12-15,33,Female,49328,Individual,Referral,Monthly
CUST_000378,2025-02-06,47,Male,92982,Individual,YouTube,Annual
CUST_000379,2024-05-22,57,Female,61323,Individual,YouTube,Quarterly
CUST_000380,2024-08-24,23,Female,76273,SME,Google Ads,Quarterly
CUST_000381,2025-05-05,29,Female,29715,SME,YouTube,Monthly
CUST_000382,2024-12-31,40,Female,149772,Individual,Organic,Monthly
CUST_000383,2025-08-10,26,Male,75114,SME,YouTube,Monthly
CUST_000384,2024-05-28,21,Female,122710,Individual,YouTube,Monthly
CUST_000385,2024-09-23,39,Female,84612,Individual,Referral,Annual
CUST_000386,2025-12-27,59,Female,45169,SME,YouTube,Annual
CUST_000387,2025-01-17,47,Female,93861,Individual,Referral,Annual
CUST_000388,2024-09-29,32,Male,44226,Individual,Meta,Monthly
CUST_000389,2024-01-12,31,Female,75249,SME,Google Ads,Quarterly
CUST_000390,2025-12-15,50,Female,93822,Individual,YouTube,Annual
CUST_000391,2025-12-22,63,Male,134099,Individual,Google Ads,Annual
CUST_000392,2024-12-05,30,Male,137217,Individual,Meta,Quarterly
CUST_000393,2024-05-24,32,Female,60108,Individual,Referral,Monthly
